predictor,decile,mean_importance,mean_predictor,n,filename,model
cbs_gender_2_cat_None,2,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,3,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,4,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,5,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,6,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,7,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,8,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,9,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,0,-0.012690278028280993,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,1,-0.003847356154539875,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,2,-0.0025950269164326037,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,3,-0.0022440758821006134,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,4,-0.000858155087889912,0.28785046728971964,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,5,0.001838827133178711,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,6,0.002215323269924271,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,7,0.002633777734275176,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,8,0.004142322718540085,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,9,0.012180479887489961,0.8785046728971962,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,0,-0.006254714526487201,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,1,-0.0021978612258055498,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,2,-0.0013651923598530136,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,3,-0.000991498978338509,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,4,-0.0003862375967970518,0.7345794392523365,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,5,0.00043826844090613247,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,6,0.0006468801854926849,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,7,0.0010066074745677341,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,8,0.0013126475788722528,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,9,0.004458992949156004,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,0,-0.0719472263636214,0.38213596640563113,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,1,-0.05365344609055564,0.3831775700934596,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,2,-0.042951166741201814,0.37158500896818797,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,3,-0.024318716459185163,0.5156046445766063,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,4,-0.007058845502193843,0.6931180968564139,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,5,0.003358217266118415,0.6906258850184076,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,6,0.013556368997163861,0.6304540734447249,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,7,0.026285818581269167,0.6173510809024806,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,8,0.04999131532472985,0.6595865193996022,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_gross_income_percentile,9,0.10217660921756352,0.5525535731143209,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,0,0.0,0.3408239700374532,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,1,0.0,0.29345794392523367,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,2,0.0,0.3514018691588785,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,3,0.0,0.33271028037383177,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,4,0.0,0.28785046728971964,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,5,0.0,0.3177570093457944,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,6,0.0,0.33271028037383177,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,7,0.0,0.33271028037383177,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,8,0.0,0.36261682242990656,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_None,9,0.0,0.30467289719626167,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,0,-0.004936270945974057,0.16292134831460675,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,1,-0.001712594968136226,0.14018691588785046,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,2,-0.0008280205392391882,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,3,-0.0003481636816096083,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,4,0.0000828874236512407,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,5,0.0004577765397936384,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,6,0.000918117360533955,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,7,0.002177594755297509,0.38878504672897196,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,8,0.004483697570372965,0.23925233644859814,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_bachelor,9,0.0139329420071896,0.8149532710280374,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,0,-0.048437690020500496,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,1,-0.02354763779684762,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,2,-0.004309081585607796,0.4616822429906542,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,3,0.003246741874195705,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,4,0.004788645182814554,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,5,0.006244670119241019,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,6,0.008035217712972765,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,7,0.009954720791255202,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,8,0.01267031197235963,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_higher_vocational,9,0.01734471187413296,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,0,-0.006398928745855553,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,1,-0.004984233089696581,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,2,-0.003566078159296624,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,3,-0.0034255720744623204,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,4,-0.002665256562634049,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,5,-0.001897740586895809,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,6,-0.0016235124284975997,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,7,-0.001434896928127681,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,8,0.0010154966996094891,0.2336448598130841,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_master_doctorate,9,0.0199714179350951,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,0,0.0,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,1,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,2,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,3,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,4,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,5,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,6,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,7,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,8,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_primary,9,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,0,-0.004765547170174703,0.7752808988764045,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,1,0.00018177191230738275,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,2,0.00022749746235731607,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,3,0.0002662525834324204,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,4,0.00030747743967537565,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,5,0.00045301148267549887,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,6,0.0005071760895096253,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,7,0.0006022589786030422,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,8,0.0009830318878744251,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_high_achieved_edu_degree_5_cat_vocational,9,0.0024193416131991093,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,0,0.0,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,1,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,2,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,3,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,4,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,5,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,6,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,7,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,8,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_None,9,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,0,-0.010462996665011631,0.2303370786516854,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,1,-0.003210691425287835,0.18504672897196262,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,2,-0.0010871333496592869,0.12149532710280374,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,3,-0.000514980955658672,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,4,-0.0002615141255833278,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,5,-0.000048445958957493865,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,6,0.00018052490793655967,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,7,0.0004575427447524026,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,8,0.0019481601002060364,0.18130841121495328,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_both,9,0.010609101803503303,0.41495327102803736,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,0,0.0,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,1,0.0,0.1102803738317757,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,2,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,3,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,4,0.0,0.102803738317757,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,5,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,6,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,7,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,8,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_one,9,0.0,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,0,-0.014925006623571732,,534,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,1,-0.003413092978646822,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,2,-0.0022481423672114577,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,3,-0.0021393343667003594,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,4,-0.002000972489330256,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
cbs_num_parents_abroad_3_cat_zero,5,-0.0019102807356932454,,535,cv24p013_trust_government_xgb_covariates_collapsed_2022_len20_window2_walks100_dim32_feature_importance.csv,covariates
