predictor,decile,mean_importance_missing,mean_predictor,n,mean_importance_non_populist,mean_importance_not_voted,mean_importance_populist,filename,model
cbs_age,4,,0.2836663336663338,520,-0.014167326230269213,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,4,0.0,0.4497252747252747,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,4,,0.493431568431568,520,,,-0.0017774560130559482,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,4,,0.5544955044955047,520,,-0.02773780639354999,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,5,,0.27557442557442574,520,-0.0059505948653587925,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,5,0.0,0.4466033966033969,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,5,,0.47507492507492594,520,,-0.01698764837705172,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,5,,0.6876373626373632,520,,,-0.0011864484502719,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,6,,0.35437062937062974,520,,0.008693260412949782,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,6,0.0,0.45212287712287713,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,6,,0.6060439560439554,520,0.012597517783825214,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,6,,0.6327672327672333,520,,,-0.00039930767737902126,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,7,,0.1742007992007995,520,,0.05419631737929124,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,7,,0.4137112887112891,520,,,0.0032682634316957915,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,7,0.0,0.44208291708291714,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,7,,0.6338911088911097,520,0.019811599071209246,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,8,,0.15976523476523477,520,,0.06773297236515925,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,8,,0.41316183816183844,520,,,0.005771824488273034,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,8,0.0,0.4598901098901099,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,8,,0.7528221778221791,520,0.041604056725135216,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,9,,0.16216283716283705,520,,0.08400757129375751,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,9,,0.40899100899100926,520,,,0.017319609568669247,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,9,0.0,0.456118881118881,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_age,9,,0.761363636363637,520,0.04841868694011982,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,0,,0.049106345072406195,519,,-0.034388529312633594,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,0,,0.04980376456007423,519,,,-0.028710003303424932,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,0,,0.05223148101407453,519,-0.0419844074286018,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,0,0.0,0.05241225245640816,519,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,1,,0.04800198012648723,520,,-0.025865954619187576,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,1,,0.04911399618639555,520,,,-0.01934183010688195,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,1,0.0,0.051199869823128595,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,1,,0.052223081135648435,520,-0.0299044682429387,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,2,,0.0470313737500722,520,,-0.02029992433694693,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,2,,0.04836219644997085,520,,,-0.012479554689847506,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,2,0.0,0.05283846064623561,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,2,,0.053845579323590145,520,-0.022772176449115458,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,3,,0.04407544521820733,520,,,-0.00693279137978187,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,3,,0.045283916722293725,520,,-0.014400992026695838,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,3,0.0,0.052179166169686916,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,3,,0.05664332733695377,520,-0.016592051432682917,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,4,,0.045057890242003476,520,,,-0.0001202189578459813,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,4,,0.04736551217549054,520,,-0.006768498053917518,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,4,0.0,0.05231513337815573,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,4,,0.054201030784714485,520,-0.009728350089146541,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,5,0.0,0.055501885466428584,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,5,,0.058853794386801855,520,-0.0006635102515037243,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,5,,0.06033789419938377,520,,,0.005506185384897085,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,5,,0.0639772299349823,520,,0.006203998052156889,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,6,,0.050704847920119464,520,0.010719622098482573,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,6,0.0,0.0527031024721794,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,6,,0.061661265002485456,520,,0.013589000701904297,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,6,,0.06394595577138582,520,,,0.00982352770291842,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,7,,0.04946253285592294,520,0.021107033582834098,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,7,0.0,0.05225916815828216,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,7,,0.052882775753242614,520,,,0.012394107305086575,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,7,,0.05669480014471009,520,,0.017992397455068736,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,8,,0.04945545626662346,520,0.033911316211407,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,8,0.0,0.05316326621329274,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,8,,0.05450938793781409,520,,0.023040133256178635,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,8,,0.05725830770874622,520,,,0.01757080371563251,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,9,,0.049445443517754185,520,0.05247914240910457,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,9,0.0,0.05251560610718618,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,9,,0.05338017233264221,520,,0.030432690106905424,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_change_purch_power,9,,0.05618355940392281,520,,,0.024414722736065205,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,0,0.0,,519,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,1,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,2,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,3,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,4,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,5,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,6,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,7,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,8,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_None,9,0.0,,520,0.0,0.0,0.0,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,0,,,519,,-0.008342911053255114,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,0,0.0,0.5105973025048169,519,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,0,,,519,,,-0.03133079220104769,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,1,,,520,,-0.001518324246773353,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,1,0.0,0.55,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,1,,,520,,,-0.0241076634480403,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,2,,,520,,-0.001518324246773353,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,2,0.0,0.5173076923076924,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,2,,,520,,,-0.019065490135779746,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,3,,,520,,-0.001518324246773353,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,3,0.0,0.5480769230769231,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,3,,,520,,,-0.01610280183645395,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,4,,0.3211538461538462,520,,-0.0005375240284662981,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,4,0.0,0.5365384615384615,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,4,,,520,,,-0.011229328008798452,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,5,,0.3346153846153846,520,,,0.004435743735386775,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,5,0.0,0.5615384615384615,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,5,,,520,,0.001535668969154358,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,6,,,520,,,0.017095215503986065,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,6,0.0,0.5807692307692308,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,6,,,520,,0.001535668969154358,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,7,,,520,,,0.020854984796964206,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,7,0.0,0.5153846153846153,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,7,,,520,,0.001535668969154358,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,8,,,520,,,0.02630281631763165,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,8,0.0,0.5019230769230769,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,8,,,520,,0.001535668969154358,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,9,,,520,,,0.03544720503000113,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,9,0.0,0.5057692307692307,520,0.0,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_female,9,,,520,,0.008406809660104604,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,0,,,519,,,-0.029181715610629103,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,0,0.0,0.48747591522157996,519,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,0,,,519,-0.0006895661928290807,-0.01310298162618354,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,1,,,520,,,-0.024224050228412335,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,1,0.0,0.45,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,1,,,520,-0.00011610593646764756,-0.002516399667813228,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,2,,,520,,,-0.020747843155494102,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,2,0.0,0.4807692307692308,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,2,,,520,-0.00011610593646764756,-0.002516399667813228,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,3,,,520,,,-0.016043943625230057,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,3,0.0,0.4519230769230769,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,3,,,520,-0.00011610593646764756,-0.002516399667813228,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,4,,,520,,,-0.012122561381413386,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,4,0.0,0.46153846153846156,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,4,,0.6711538461538461,520,-0.00004148337130363171,-0.0009140231288396395,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,5,,,520,0.00010971351741598202,0.0023563644060721764,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,5,0.0,0.43846153846153846,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,5,,0.6576923076923077,520,,,0.003727101133419917,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,6,,,520,0.00010971351741598202,0.0023563644060721764,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,6,0.0,0.41923076923076924,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,6,,,520,,,0.013921047174013578,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,7,,,520,0.00010971351741598202,0.0023563644060721764,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,7,0.0,0.4846153846153846,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,7,,,520,,,0.01916159849900466,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,8,,,520,0.00010971351741598202,0.0023969982679073625,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,8,0.0,0.49615384615384617,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,8,,,520,,,0.024597336695744442,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,9,,,520,0.0006757907569408417,0.012920892238616944,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
cbs_gender_2_cat_male,9,0.0,0.49423076923076925,520,,,,cv24p307_voting_behavior_populist_xgb_covariates_collapsed_2021_len20_window5_walks100_dim32_feature_importance.csv,covariates
